PassID;Happiness;Waiting;Switches;InitPickup;TripTime;Denied;
3020;13,500006537766739;9;0;9;1;0;
5797;14,50012771261928;20;1;9;14;0;
4020;15,000011738936518;10;0;10;8;0;
9376;18,000009415258344;12;0;12;8;0;
3764;4,000182446598972;19;1;2;20;0;
1656;9,00000899147377;6;0;6;9;0;
547;17,500012338392054;13;1;11;10;0;
6698;6,000006537766739;4;0;4;1;0;
4381;10,00007311995245;15;1;6;11;0;
6554;19,50000899147377;13;0;13;9;0;
6311;10,500011738936518;7;0;7;8;0;
7482;34,000017273748874;28;1;22;14;1;
6163;20,50002415716126;27;1;13;30;0;
8343;11,500022209105696;17;1;7;18;0;
3909;4,500006537766739;3;0;3;1;0;
8259;6,0000095959738315;4;0;4;7;0;
9036;43,000027144462514;42;1;28;22;1;
5800;4,000152887173305;23;1;2;23;1;
1336;16,000091223299485;17;1;10;10;0;
3723;4,500011738936518;3;0;3;8;0;
7211;7,500009415258344;5;0;5;8;0;
5952;19,000139592636497;31;1;12;21;0;
8480;7,000012338392054;6;1;4;10;0;
8732;6,000010409486293;4;0;4;9;0;
4658;9,000012342190324;6;0;6;1;0;
6643;19,500009415258344;13;0;13;8;0;
1870;1,000020936206425;10;1;0;26;0;
5085;3,000012342190323;2;0;2;1;0;
6322;21,000009415258344;14;0;14;8;0;
534;19,000182446598973;29;1;12;20;0;
1655;1,5000104094862936;1;0;1;9;0;
8640;6,000012439511297;4;0;4;2;0;
8580;18,00000653776674;12;0;12;1;0;
252;4,000017273748875;8;1;2;14;0;
1601;23,50002415716126;29;1;15;30;0;
1867;16,50000899147377;11;0;11;9;0;
3871;25,328460371046372;32;2;15;26;0;
742;33,000012439511295;22;0;22;2;1;
1228;16,50000899147377;11;0;11;9;0;
9808;29,500046530878834;24;1;19;7;0;
9931;19,500012439511295;13;0;13;2;0;
5977;7,500008991473769;5;0;5;9;0;
7327;25,500012342190324;17;0;17;1;0;
9631;7,500009415258344;5;0;5;8;0;
9619;26,500091223299485;24;1;17;10;0;
2921;2,500019941805214;2;1;1;3;0;
2844;18,000009415258344;12;0;12;8;0;
3807;22,500009595973832;15;0;15;7;0;
6980;9,000009844518353;6;0;6;1;0;
1878;27,000010409486293;18;0;18;9;0;
2471;7,500010407846656;5;0;5;10;0;
3565;15,000009595973832;10;0;10;7;0;
2063;19,500010409486293;13;0;13;9;0;
3391;10,500011738936518;7;0;7;8;0;
4720;12,000009415258344;8;0;8;8;0;
