PassID;Happiness;Waiting;Switches;InitPickup;TripTime;Denied;
4182;1,5000273669898458;1;0;1;3;0;
4366;7,500012489415988;5;0;5;12;0;
1265;9,000009870713642;6;0;6;8;0;
5752;7,500012439511297;5;0;5;2;0;
1222;1,500039482854571;1;0;1;32;0;
598;18,00000653776674;12;0;12;1;0;
8307;21,000011738936518;14;0;14;8;0;
3794;27,000009844518353;18;0;18;1;0;
7106;16,500009595973832;11;0;11;7;0;
9272;1,040948629351005E-5;0;0;0;9;0;
1516;31,500011738936518;21;0;21;8;0;
3917;22,50001272270547;15;0;15;11;0;
2281;6,000012342190323;4;0;4;1;0;
2316;22,500012439511295;15;0;15;2;0;
1203;6,000011738936518;4;0;4;8;0;
9722;34,50001272270547;23;0;23;11;0;
2936;7,500006537766739;5;0;5;1;0;
7635;1,5000123383920534;1;0;1;10;0;
9310;1,0034562943453553E-4;0;0;0;11;0;
814;10,500014985789615;7;0;7;15;0;
9557;9,00001507938745;6;0;6;11;0;
2102;27,000010407846656;18;0;18;10;0;
5607;28,50001329453681;19;0;19;2;0;
4906;27,00000653776674;18;0;18;1;0;
7357;1,1738936518337542E-5;0;0;0;8;0;
2559;9,000009415258344;6;0;6;8;0;
1366;19,500029141970636;13;0;13;28;0;
818;9,000009844518353;6;0;6;1;0;
173;22,500027366989844;15;0;15;3;0;
6611;4,500012439511297;3;0;3;2;0;
5516;22,50003702657097;15;0;15;3;0;
9787;18,000012439511295;12;0;12;2;0;
5939;24,000009844518353;16;0;16;1;0;
2956;6,000037026570969;4;0;4;3;0;
3078;12,000039754748732;8;0;8;29;0;
3454;33,00001662315009;22;0;22;13;0;
3289;1,233839205340995E-5;0;0;0;10;0;
9165;25,50000899147377;17;0;17;9;0;
3102;33,00000653776674;22;0;22;1;0;
3559;18,00000899147377;12;0;12;9;0;
8119;34,50001457098532;23;0;23;14;0;
9650;9,000226423922092;6;0;6;23;0;
9111;7,500014065742384;5;0;5;11;0;
5777;106,50002497631603;71;0;71;25;1;
7997;10,500024879022593;7;0;7;4;0;
683;15,000012338392054;10;0;10;10;0;
3234;9,000009595973832;6;0;6;7;0;
2141;22,500012439511295;15;0;15;2;0;
261;25,500027366989844;17;0;17;3;0;
9879;22,500012342190324;15;0;15;1;0;
6106;21,000017273748874;14;0;14;14;0;
8193;34,50001288381934;23;0;23;16;0;
2280;10,500010407846656;7;0;7;10;0;
4466;16,500010409486293;11;0;11;9;0;
6891;12,000027366989846;8;0;8;3;0;
7292;43,50000984451835;29;0;29;1;0;
749;9,000009870713642;6;0;6;8;0;
1493;9,000014065742384;6;0;6;11;0;
8645;16,500011738936518;11;0;11;8;0;
4439;10,500012342190324;7;0;7;1;0;
3419;4,500009844518352;3;0;3;1;0;
5944;10,500016476702102;7;0;7;14;0;
9810;3,70265709692876E-5;0;0;0;3;0;
7417;9,844518351829886E-6;0;0;0;1;0;
2177;19,50003702657097;13;0;13;3;0;
102;16,500009595973832;11;0;11;7;0;
3583;9,000011508334678;6;0;6;9;0;
6066;24,00001329453681;16;0;16;2;0;
9040;30,000010409486293;20;0;20;9;0;
6720;1,5000104094862936;1;0;1;9;0;
1323;13,500011508334678;9;0;9;9;0;
8520;6,000039883610428;4;0;4;6;0;
6033;36,000012439511295;24;0;24;2;0;
1200;7,500009415258344;5;0;5;8;0;
7921;24,000026589073617;16;0;16;4;0;
2877;33,00000941525835;22;0;22;8;0;
2768;4,500009844518352;3;0;3;1;0;
8454;27,000012883819338;18;0;18;16;0;
4919;4,500009870713643;3;0;3;8;0;
4708;31,500012883819338;21;0;21;16;0;
8665;19,500009844518353;13;0;13;1;0;
6214;7,500038151543684;5;0;5;26;0;
3521;10,500009415258344;7;0;7;8;0;
6775;10,500019180557796;7;0;7;15;0;
2842;25,500009844518353;17;0;17;1;0;
5552;10,500012439511297;7;0;7;2;0;
6934;33,00000899147377;22;0;22;9;0;
7486;21,000012987684332;14;0;14;13;0;
6316;1,5000124395112964;1;0;1;2;0;
9691;7,500013294536809;5;0;5;2;0;
1761;1,3294536809164372E-5;0;0;0;2;0;
183;6,000006537766739;4;0;4;1;0;
7851;12,000010407846656;8;0;8;10;0;
8546;13,500017349143823;9;0;9;15;0;
5518;21,00001329453681;14;0;14;2;0;
3088;15,00000899147377;10;0;10;9;0;
6358;25,500009595973832;17;0;17;7;0;
6525;9,000016104774174;6;0;6;20;0;
2807;7,50001662315009;5;0;5;13;0;
386;33,00000899147377;22;0;22;9;0;
9819;22,500009844518353;15;0;15;1;0;
1351;3,70265709692876E-5;0;0;0;3;0;
1553;10,500119650831282;7;0;7;18;0;
8657;10,500027378116094;7;0;7;34;0;
4362;13,500031967596327;9;0;9;25;0;
8978;22,500017273748874;15;0;15;14;0;
9396;27,000011508334676;18;0;18;9;0;
5304;1,5000094152583439;1;0;1;8;0;
3348;30,000011508334676;20;0;20;9;0;
9520;6,000012439511297;4;0;4;2;0;
1436;49,50001040784666;33;0;33;10;0;
6542;1,150833467779489E-5;0;0;0;9;0;
1899;4,001484796166712E-5;0;0;0;34;0;
3198;3,000014065742384;2;0;2;11;0;
1801;16,50001329453681;11;0;11;2;0;
1166;3,0000188305166877;2;0;2;16;0;
9128;3,0000095959738315;2;0;2;7;0;
6383;30,00001467367065;20;0;20;10;0;
690;16,500027366989844;11;0;11;3;0;
6566;49,500012439511295;33;0;33;2;0;
1168;15,000014065742384;10;0;10;11;0;
1880;18,000012342190324;12;0;12;1;0;
4372;31,500012883819338;21;0;21;16;0;
41;4,500014806070464;3;0;3;12;0;
4431;6,000009870713643;4;0;4;8;0;
5388;27,000027366989844;18;0;18;3;0;
5542;48,00000941525835;32;0;32;8;1;
1051;4,500045611649743;3;0;3;5;0;
2026;4,500012342190323;3;0;3;1;0;
272;37,50001040948629;25;0;25;9;0;
3423;13,500014494296755;9;0;9;18;0;
6823;1,5000150359246462;1;0;1;13;0;
4592;15,000019180557796;10;0;10;15;0;
5537;3,76610333756867E-5;0;0;0;32;0;
706;21,000027366989844;14;0;14;3;0;
2002;15,000027366989846;10;0;10;3;0;
6386;9,000017273748874;6;0;6;14;0;
2858;4,500011508334678;3;0;3;9;0;
4542;25,50001329453681;17;0;17;2;0;
7596;39,000017608404775;26;0;26;12;0;
7938;1,5000098445183518;1;0;1;1;0;
9420;3,0000150359246462;2;0;2;13;0;
9844;9,000014673670648;6;0;6;10;0;
8004;6,000037026570969;4;0;4;3;0;
7360;10,500030599070929;7;0;7;38;0;
1299;9,000010409486293;6;0;6;9;0;
4583;108,00002497883197;72;0;72;24;1;
6259;3,0000098445183516;2;0;2;1;0;
2231;21,00003702657097;14;0;14;3;0;
4983;9,000337526208098;6;0;6;37;0;
6738;9,000013294536808;6;0;6;2;0;
6191;9,00001272270547;6;0;6;11;0;
8133;15,000014494296755;10;0;10;18;0;
8611;4,500012439511297;3;0;3;2;0;
4243;13,500009870713642;9;0;9;8;0;
8170;51,00001040948629;34;0;34;9;0;
5184;4,500041086277814;3;0;3;28;0;
6917;15,000012883819338;10;0;10;16;0;
1334;22,50003702657097;15;0;15;3;0;
9435;18,0000164767021;12;0;12;14;0;
2419;6,000009870713643;4;0;4;8;0;
1706;15,000011738936518;10;0;10;8;0;
5695;22,50006130030817;15;0;15;53;0;
8134;1,500234501616139;1;0;1;19;0;
1099;13,500012439511297;9;0;9;2;0;
3323;4,500132945368092;3;0;3;20;0;
4694;37,50000899147377;25;0;25;9;0;
2294;4,500012338392054;3;0;3;10;0;
4071;9,000017608404777;6;0;6;12;0;
1968;6,000039754748731;4;0;4;29;0;
7658;22,50000653776674;15;0;15;1;0;
4288;9,000009844518353;6;0;6;1;0;
7192;3,000027366989846;2;0;2;3;0;
5506;22,50001507938745;15;0;15;11;0;
948;30,00000653776674;20;0;20;1;0;
3631;15,000017608404777;10;0;10;12;0;
7878;18,000012883819338;12;0;12;16;0;
1039;19,500012342190324;13;0;13;1;0;
1425;13,500027060401306;9;0;9;26;0;
8172;1,1195560166726497E-4;0;0;0;18;0;
5936;10,50001272270547;7;0;7;11;0;
2909;1,500037318533889;1;0;1;6;0;
7910;4,500017349143823;3;0;3;15;0;
8705;1,4766777527744829E-4;0;0;0;15;0;
6649;6,000017608404778;4;0;4;12;0;
5733;25,500027366989844;17;0;17;3;0;
4054;13,500012987684332;9;0;9;13;0;
8124;21,00003530721879;14;0;14;30;0;
3347;15,000013294536808;10;0;10;2;0;
6871;7,500006537766739;5;0;5;1;0;
2373;4,500027366989846;3;0;3;3;0;
591;3,0001111420345574;2;0;2;17;0;
2507;22,50001329453681;15;0;15;2;0;
4240;18,00001507938745;12;0;12;11;0;
5225;1,5000098707136427;1;0;1;8;0;
7328;34,50017332426902;23;0;23;19;0;
1408;37,50001150833468;25;0;25;9;0;
3739;21,000012987684332;14;0;14;13;0;
545;21,000011738936518;14;0;14;8;0;
3324;25,500014494296757;17;0;17;18;0;
4653;39,000017608404775;26;0;26;12;0;
5379;1,5000124395112964;1;0;1;2;0;
1985;6,000014806070464;4;0;4;12;0;
2570;12,000009844518353;8;0;8;1;0;
7632;19,500015035924648;13;0;13;13;1;
5549;1,5000319675963272;1;0;1;25;0;
